CNN,relu,CIFAR_10,0.25,probOut,1,0.5,256,None,0.3524,[0.35240000000000005]
CNN,relu,CIFAR_10,0.25,probOut,2,0.5,256,20,0.2496,[0.24960000000000004]
CNN,relu,CIFAR_10,0.25,probOut,4,0.5,256,20,0.1903,[0.19030000000000002]
CNN,relu,CIFAR_10,0.25,singleOut,1,None,256,None,0.1651,[0.16510000000000002]
CNN,relu,CIFAR_10,0.25,singleOut,2,None,256,20,0.1607,[0.16069999999999995]
CNN,relu,CIFAR_10,0.25,singleOut,4,None,256,20,0.1642,[0.16420000000000001]
CNN,relu,CIFAR_10,0.5,probOut,1,0.5,256,None,0.1882,[0.18820000000000003]
CNN,relu,CIFAR_10,0.5,probOut,2,0.5,256,20,0.1391,[0.1391]
CNN,relu,CIFAR_10,0.5,probOut,4,0.5,256,20,0.1263,[0.12629999999999997]
CNN,relu,CIFAR_10,0.5,singleOut,1,None,256,None,0.1385,[0.13849999999999996]
CNN,relu,CIFAR_10,0.5,singleOut,2,None,256,20,0.1334,[0.13339999999999996]
CNN,relu,CIFAR_10,0.5,singleOut,4,None,256,20,0.1354,[0.13539999999999996]
CNN,relu,CIFAR_10,1,probOut,1,0.5,256,None,0.1116,[0.11160000000000003]
CNN,relu,CIFAR_10,1,probOut,2,0.5,256,20,0.1013,[0.10129999999999995]
CNN,relu,CIFAR_10,1,probOut,4,0.5,256,20,0.1088,[0.10880000000000001]
CNN,relu,CIFAR_10,1,singleOut,1,None,256,None,0.1152,[0.11519999999999997]
CNN,relu,CIFAR_10,1,singleOut,2,None,256,20,0.1099,[0.1099]
CNN,relu,CIFAR_10,1,singleOut,4,None,256,20,0.112,[0.11199999999999999]
